Hash,Shader Type,Function,Call Location,"Live""""Registers",###ERROR###,Total Samples,"Execution""""Region",Avg. Warp Latency,Top Stall #1 (Type),Top Stall #1 (% Samples),Top Stall #2 (Type),Top Stall #2 (% Samples),Top Stall #3 (Type),Top Stall #3 (% Samples),Total Instruction Mix,Total SB Producer Samples,"Instructions""""Executed","Thread Instructions""""Executed","Thread Instructions""""Executed Pred On","Active Threads""""Per Warp"
,,"TriPlanarWeights(class vector<float,3>,float)",hit.hlsl:78,66,0,0,,0,SELECT,0,NOTSEL,THDBAR,8,0,0,0,0,0
,,"TriPlanarUV_X(class vector<float,3>,float)",hit.hlsl:80,50,0,0,,0,SELECT,0,NOTSEL,THDBAR,2,,0,0,0,0
,,"TriPlanarUV_Y(class vector<float,3>,float)",hit.hlsl:81,49,0,0,,0,SELECT,0,NOTSEL,THDBAR,1,,0,0,0,0
,,"UnpackNormal(class vector<float,4>)","hit.hlsl:80""""hit.hlsl:81""""hit.hlsl:82",64,0,0,,0,SELECT,0,NOTSEL,THDBAR,9,,0,0,0,0
,,"GeometrySmith(class vector<float,3>,class vector<float,3>,class vector<float,3>,float)","hit.hlsl:310""""hit.hlsl:324",53,3.982513175090645e-05,3.982513175090645e-05,,1420.3603898432489,SELECT,0.42745098039215684,WAIT,NOINST,22,3,0,0,0,0
,,"GeometrySchlickGGX(float,float)","hit.hlsl:36""""hit.hlsl:37",53,2.0927716292633193e-05,2.0927716292633193e-05,,746.385459760766,SELECT,0.41044776119402987,WAIT,NOINST,14,3,0,0,0,0
,,[Self: GeometrySmith],--,52,0,1.889741545827326e-05,,673.9749300824827,SELECT,0.4462809917355372,WAIT,NOINST,8,,0,0,0,0
,,"SampleTriPlanarLevel0(int,class vector<float,3>,class vector<float,3>,float,float)","hit.hlsl:216""""hit.hlsl:228""""hit.hlsl:265",65,2.5925379884903807e-05,2.5925379884903807e-05,,924.6267635842325,WAIT,0.8132530120481928,SELECT,NOTSEL,57,53,0,0,0,0
,,"TriPlanarUV_X(class vector<float,3>,float)",hit.hlsl:63,55,2.5925379884903807e-05,2.5925379884903807e-05,,924.6267635842325,WAIT,0.8132530120481928,SELECT,NOTSEL,6,,0,0,0,0
,,"TriPlanarWeights(class vector<float,3>,float)",hit.hlsl:62,65,0,0,,0,SELECT,0,NOTSEL,THDBAR,24,53,0,0,0,0
,,"TriPlanarUV_Y(class vector<float,3>,float)",hit.hlsl:64,54,0,0,,0,SELECT,0,NOTSEL,THDBAR,3,,0,0,0,0
,,"FresnelSchlick(float,class vector<float,3>)","hit.hlsl:311""""hit.hlsl:325",53,1.967830039456554e-05,1.967830039456554e-05,,701.8251338048995,SELECT,0.4523809523809524,WAIT,SHRTSB,9,8,0,0,0,0
--,Ray Tracing Shader,[Ray Tracing Scheduler],<No File Name>:0,0,0.02144919125308918,0.02144919125308918,--,1278025.6640041908,WAIT,0.328741289801149,LGSB,BRANCH,,,0,0,0,0
0xec2a835a281706c7,Ray Generation,"AnyHit(struct RayPayload,struct BuiltInTriangleIntersectionAttributes)",hit.hlsl:398,52,0.005441518590059148,0.005441518590059148,--,1276446.8703724958,LGSB,0.6356695941679582,WAIT,NOINST,12,23191,0,0,0,0
--,Unattributed,[Unattributed],<No File Name>:0,0,0.0006407941787214478,0.0006407941787214478,--,0,WAIT,0.24981720692176457,THDBAR,LGSB,,,0,0,0,0
--,Ray Tracing Shader,[Ray Tracing Internal Logic],<No File Name>:0,0,0.0005139784650675809,0.0005139784650675809,--,1278095.9791883999,NOINST,0.5268915223336372,BRANCH,WAIT,,,0,0,0,0
0x6bd81730b8e4aee6,Compute,CSMain,tonemap_cs.hlsl:27,0,0.0002909577272625048,0.0002909577272625048,--,71557.73333333334,LGSB,0.4524959742351047,WAIT,SHRTSB,105,,0,0,0,0
,,[Self: CSMain],--,0,0,0.0002753400285366591,,67716.73852209697,LGSB,0.47816222348269993,WAIT,SHRTSB,30,,0,0,0,0
,,"ToneMapFilmic(class vector<float,3>)",tonemap_cs.hlsl:35,0,1.5617698725845666e-05,1.5617698725845666e-05,,3840.9948112363572,SELECT,0.42,NOTSEL,WAIT,75,,0,0,0,0
0xcc2d54115d74803b,Pixel,[main - 0xcc2d54115d74803b],<No File Name>:0,8,1.2337981993418076e-05,1.2337981993418076e-05,--,294.8903051422363,LGSB,0.6835443037974683,WAIT,SHRTSB,22,54,0,0,0,0
0xecdeee394d565059,Vertex,[main - 0xecdeee394d565059],<No File Name>:0,10,6.247079490338266e-07,6.247079490338266e-07,--,0,WAIT,0.75,NOINST,SELECT,14,0,0,0,0,0
--,Ray Tracing Shader,[Ray Tracing Geometry Construction],<No File Name>:0,0,0,0,--,0,SELECT,0,NOTSEL,THDBAR,,,0,0,0,0
--,Ray Tracing Shader,[Ray Tracing Acceleration Structure Build],<No File Name>:0,0,0,0,--,0,SELECT,0,NOTSEL,THDBAR,,,0,0,0,0
